t,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_hpa,label,category,session_num,source
0.115,-0.162,-0.97,0.175,-2.5,-4.25,4.875,569.1758934718248,idle,adl,5,real_hardware
0.12,-0.16,-0.974,0.177,-0.75,-4.25,-4.25,569.1758934718248,idle,adl,5,real_hardware
0.125,-0.158,-0.974,0.175,1.625,-3.875,-3.0,569.1914024744173,idle,adl,5,real_hardware
0.13,-0.162,-0.978,0.171,-3.0,-2.0,2.25,569.1758934718248,idle,adl,5,real_hardware
0.135,-0.16,-0.976,0.173,4.0,-8.25,-0.625,569.1809165783145,idle,adl,5,real_hardware
0.14,-0.164,-0.974,0.177,-7.0,-1.0,-3.625,569.1859397403803,idle,adl,5,real_hardware
0.145,-0.156,-0.988,0.171,-7.875,-3.625,-6.875,569.1704304726884,idle,adl,5,real_hardware
0.15,-0.158,-0.978,0.177,1.625,-2.5,-5.0,569.1704304726884,idle,adl,5,real_hardware
0.155,-0.166,-0.978,0.169,13.25,3.625,-0.625,569.1809165783145,idle,adl,5,real_hardware
0.16,-0.166,-0.978,0.179,3.5,-3.875,-2.0,569.1809165783145,idle,adl,5,real_hardware
0.165,-0.166,-0.974,0.183,9.5,5.0,1.0,569.1809165783145,idle,adl,5,real_hardware
0.17,-0.166,-0.976,0.177,-0.5,0.75,4.625,569.1603844777678,idle,adl,5,real_hardware
0.175,-0.167,-0.982,0.177,4.5,-5.75,-1.75,569.1708704209108,idle,adl,5,real_hardware
0.18,-0.171,-0.98,0.175,-3.125,-10.5,5.875,569.1708704209108,idle,adl,5,real_hardware
0.185,-0.167,-0.982,0.166,-1.625,-8.0,1.375,569.1658474255719,idle,adl,5,real_hardware
0.19,-0.171,-0.974,0.171,-5.5,0.25,2.0,569.1658474255719,idle,adl,5,real_hardware
0.195,-0.162,-0.982,0.171,2.5,-1.125,-0.75,569.1658474255719,idle,adl,5,real_hardware
0.2,-0.166,-0.974,0.175,-4.5,-1.875,-3.25,569.1658474255719,idle,adl,5,real_hardware
0.205,-0.167,-0.978,0.167,-7.25,-4.75,-1.125,569.1658474255719,idle,adl,5,real_hardware
0.21,-0.164,-0.976,0.171,4.625,-0.625,4.25,569.1608244858074,idle,adl,5,real_hardware
0.215,-0.166,-0.978,0.173,6.625,-1.0,-0.625,569.1658474255719,idle,adl,5,real_hardware
0.22,-0.169,-0.976,0.167,9.0,-0.375,-5.875,569.1658474255719,idle,adl,5,real_hardware
0.225,-0.166,-0.978,0.175,1.625,-2.625,-2.25,569.1658474255719,idle,adl,5,real_hardware
0.23,-0.166,-0.986,0.175,-5.25,2.375,-1.125,569.1658474255719,idle,adl,5,real_hardware
0.235,-0.169,-0.978,0.171,-0.125,0.0,5.0,569.1813561545347,idle,adl,5,real_hardware
0.24,-0.16,-0.978,0.175,0.875,0.625,-0.625,569.1658474255719,idle,adl,5,real_hardware
0.245,-0.169,-0.978,0.171,-3.625,7.0,3.75,569.1658474255719,idle,adl,5,real_hardware
0.25,-0.164,-0.98,0.167,-4.375,-0.75,-0.625,569.1658474255719,idle,adl,5,real_hardware
0.255,-0.169,-0.98,0.171,2.125,2.125,-4.375,569.1658474255719,idle,adl,5,real_hardware
0.26,-0.167,-0.97,0.171,-0.5,-1.0,1.125,569.1658474255719,idle,adl,5,real_hardware
0.265,-0.162,-0.974,0.173,2.625,5.5,-2.0,569.1658474255719,idle,adl,5,real_hardware
0.27,-0.162,-0.976,0.169,5.25,4.75,-3.875,569.1658474255719,idle,adl,5,real_hardware
0.275,-0.158,-0.976,0.177,4.75,-2.625,1.5,569.1658474255719,idle,adl,5,real_hardware
0.28,-0.156,-0.976,0.177,4.75,1.5,2.0,569.1708704209108,idle,adl,5,real_hardware
0.285,-0.16,-0.978,0.175,0.125,2.75,1.625,569.1708704209108,idle,adl,5,real_hardware
0.29,-0.164,-0.986,0.171,10.125,2.875,7.625,569.1708704209108,idle,adl,5,real_hardware
0.295,-0.16,-0.98,0.173,9.375,-3.625,-7.25,569.1708704209108,idle,adl,5,real_hardware
0.3,-0.156,-0.976,0.173,-1.75,-2.875,6.625,569.1708704209108,idle,adl,5,real_hardware
0.305,-0.158,-0.98,0.175,-1.125,-5.625,6.875,569.1863792866877,idle,adl,5,real_hardware
0.31,-0.162,-0.974,0.173,-4.5,1.125,3.875,569.1863792866877,idle,adl,5,real_hardware
0.315,-0.16,-0.976,0.173,1.5,6.0,-2.875,569.1863792866877,idle,adl,5,real_hardware
0.32,-0.16,-0.978,0.177,11.625,3.375,9.75,569.1658474255719,idle,adl,5,real_hardware
0.325,-0.158,-0.976,0.177,-1.5,-6.25,5.375,569.1558016016174,idle,adl,5,real_hardware
0.33,-0.158,-0.98,0.173,2.625,1.875,-6.25,569.1763330779576,idle,adl,5,real_hardware
0.335,-0.16,-0.976,0.173,-5.0,-5.625,0.25,569.1763330779576,idle,adl,5,real_hardware
0.34,-0.16,-0.974,0.177,-0.5,-3.0,-4.25,569.1763330779576,idle,adl,5,real_hardware
0.345,-0.154,-0.978,0.173,2.375,8.75,-2.375,569.1608244858074,idle,adl,5,real_hardware
0.35,-0.162,-0.972,0.173,0.875,-5.75,-2.875,569.1608244858074,idle,adl,5,real_hardware
0.355,-0.162,-0.972,0.179,-8.375,-2.375,-6.25,569.1658474255719,idle,adl,5,real_hardware
0.36,-0.162,-0.976,0.179,-5.375,2.875,1.125,569.1658474255719,idle,adl,5,real_hardware
0.365,-0.164,-0.974,0.173,5.25,-1.125,-2.5,569.1658474255719,idle,adl,5,real_hardware
0.37,-0.166,-0.974,0.175,1.625,-3.75,11.25,569.1658474255719,idle,adl,5,real_hardware
0.375,-0.166,-0.978,0.177,3.5,3.5,0.0,569.1658474255719,idle,adl,5,real_hardware
0.38,-0.167,-0.976,0.175,5.0,7.25,-1.5,569.1658474255719,idle,adl,5,real_hardware
0.385,-0.171,-0.978,0.175,2.125,-5.25,8.375,569.1503387051442,idle,adl,5,real_hardware
0.39,-0.164,-0.982,0.169,4.5,0.0,-2.125,569.1658474255719,idle,adl,5,real_hardware
0.395,-0.164,-0.984,0.173,-2.75,0.125,-2.75,569.1658474255719,idle,adl,5,real_hardware
0.4,-0.166,-0.984,0.169,-0.5,2.75,8.0,569.1708704209108,idle,adl,5,real_hardware
0.405,-0.166,-0.982,0.173,6.0,8.0,-4.375,569.1813561545347,idle,adl,5,real_hardware
0.41,-0.166,-0.98,0.171,-0.125,3.75,-5.375,569.1813561545347,idle,adl,5,real_hardware
0.415,-0.169,-0.982,0.173,3.375,3.75,-1.125,569.1813561545347,idle,adl,5,real_hardware
0.42,-0.166,-0.982,0.173,6.5,-4.375,5.0,569.1658474255719,idle,adl,5,real_hardware
0.425,-0.169,-0.984,0.177,-4.75,5.625,10.625,569.1658474255719,idle,adl,5,real_hardware
0.43,-0.167,-0.974,0.175,1.5,5.125,-3.125,569.1658474255719,idle,adl,5,real_hardware
0.435,-0.169,-0.98,0.173,5.75,3.75,5.75,569.1708704209108,idle,adl,5,real_hardware
0.44,-0.162,-0.98,0.175,6.625,8.375,-12.625,569.1708704209108,idle,adl,5,real_hardware
0.445,-0.166,-0.976,0.173,5.5,-2.625,4.125,569.1708704209108,idle,adl,5,real_hardware
0.45,-0.162,-0.978,0.171,-1.625,8.625,1.125,569.1553615636692,idle,adl,5,real_hardware
0.455,-0.162,-0.97,0.171,3.125,8.25,3.75,569.1553615636692,idle,adl,5,real_hardware
0.46,-0.164,-0.976,0.173,2.5,5.75,1.75,569.1553615636692,idle,adl,5,real_hardware
0.465,-0.16,-0.972,0.173,1.875,4.625,-2.625,569.1553615636692,idle,adl,5,real_hardware
0.47,-0.164,-0.974,0.167,-3.625,0.25,-0.75,569.1708704209108,idle,adl,5,real_hardware
0.475,-0.162,-0.984,0.171,-0.125,-6.125,9.125,569.1658474255719,idle,adl,5,real_hardware
0.48,-0.162,-0.984,0.175,-0.75,1.125,-7.875,569.1553615636692,idle,adl,5,real_hardware
0.485,-0.16,-0.984,0.169,2.0,7.125,8.5,569.1553615636692,idle,adl,5,real_hardware
0.49,-0.167,-0.982,0.173,1.875,-0.375,1.125,569.1553615636692,idle,adl,5,real_hardware
0.495,-0.16,-0.986,0.175,0.75,2.25,-3.5,569.1603844777678,idle,adl,5,real_hardware
0.5,-0.169,-0.984,0.171,0.875,1.125,3.75,569.1603844777678,idle,adl,5,real_hardware
0.505,-0.162,-0.99,0.175,7.625,0.25,-5.0,569.1603844777678,idle,adl,5,real_hardware
0.51,-0.171,-0.98,0.169,0.0,9.0,5.0,569.1654074474408,idle,adl,5,real_hardware
0.515,-0.167,-0.978,0.171,-1.0,3.25,-5.5,569.1498983251028,idle,adl,5,real_hardware
0.52,-0.16,-0.984,0.167,-1.375,-2.25,-2.0,569.1498983251028,idle,adl,5,real_hardware
0.525,-0.16,-0.98,0.167,3.375,9.125,0.75,569.1654074474408,idle,adl,5,real_hardware
0.53,-0.166,-0.974,0.175,8.5,3.0,-2.875,569.1603844777678,idle,adl,5,real_hardware
0.535,-0.162,-0.976,0.173,-2.0,2.75,-3.5,569.1448754922465,idle,adl,5,real_hardware
0.54,-0.158,-0.98,0.175,4.75,-0.75,-5.875,569.1448754922465,idle,adl,5,real_hardware
0.545,-0.158,-0.978,0.181,1.625,0.25,0.5,569.139852714963,idle,adl,5,real_hardware
0.55,-0.16,-0.976,0.177,0.75,3.25,5.0,569.1603844777678,idle,adl,5,real_hardware
0.555,-0.167,-0.982,0.179,-5.875,5.875,4.5,569.134829993252,idle,adl,5,real_hardware
0.56,-0.162,-0.986,0.177,7.125,0.875,2.25,569.1503387051442,idle,adl,5,real_hardware
0.565,-0.16,-0.986,0.181,-2.75,2.625,1.125,569.1503387051442,idle,adl,5,real_hardware
0.57,-0.167,-0.988,0.179,4.625,2.5,5.0,569.1503387051442,idle,adl,5,real_hardware
0.575,-0.164,-0.994,0.175,0.625,-4.25,0.0,569.1503387051442,idle,adl,5,real_hardware
0.58,-0.169,-0.996,0.181,-1.625,-1.25,-2.5,569.1503387051442,idle,adl,5,real_hardware
0.585,-0.164,-0.99,0.169,-0.5,2.875,5.875,569.1553615636692,idle,adl,5,real_hardware
0.59,-0.166,-0.986,0.177,2.375,2.125,-0.375,569.1553615636692,idle,adl,5,real_hardware
0.595,-0.169,-0.988,0.171,2.375,0.0,6.875,569.1553615636692,idle,adl,5,real_hardware
0.6,-0.171,-0.984,0.173,-1.375,-1.125,2.5,569.1503387051442,idle,adl,5,real_hardware
0.605,-0.169,-0.98,0.175,-4.375,7.625,-5.125,569.1553615636692,idle,adl,5,real_hardware
0.61,-0.171,-0.98,0.171,0.375,3.125,-1.0,569.1503387051442,idle,adl,5,real_hardware
0.615,-0.169,-0.98,0.166,5.0,5.875,-0.25,569.1553615636692,idle,adl,5,real_hardware
0.62,-0.167,-0.976,0.167,3.5,8.5,-5.875,569.1503387051442,idle,adl,5,real_hardware
0.625,-0.164,-0.974,0.173,1.875,-2.25,-2.5,569.1503387051442,idle,adl,5,real_hardware
0.63,-0.169,-0.97,0.162,0.5,1.625,2.75,569.1503387051442,idle,adl,5,real_hardware
0.635,-0.166,-0.972,0.167,2.75,6.375,-7.125,569.1503387051442,idle,adl,5,real_hardware
0.64,-0.167,-0.972,0.173,-5.125,-4.75,-0.25,569.1658474255719,idle,adl,5,real_hardware
0.645,-0.167,-0.97,0.169,-0.875,1.25,-0.625,569.1503387051442,idle,adl,5,real_hardware
0.65,-0.167,-0.978,0.166,2.0,3.125,4.625,569.1503387051442,idle,adl,5,real_hardware
0.655,-0.164,-0.984,0.169,3.125,3.75,-0.25,569.1503387051442,idle,adl,5,real_hardware
0.66,-0.156,-0.986,0.171,-1.375,2.125,10.625,569.1708704209108,idle,adl,5,real_hardware
0.665,-0.15,-0.984,0.166,2.25,2.0,-0.625,569.1603844777678,idle,adl,5,real_hardware
0.67,-0.158,-0.982,0.167,4.875,5.25,-2.625,569.1553615636692,idle,adl,5,real_hardware
0.675,-0.158,-0.988,0.173,2.125,3.0,-4.375,569.1553615636692,idle,adl,5,real_hardware
0.68,-0.154,-0.986,0.175,2.75,11.75,4.875,569.1553615636692,idle,adl,5,real_hardware
0.685,-0.16,-0.982,0.175,-1.25,6.375,4.625,569.1553615636692,idle,adl,5,real_hardware
0.69,-0.16,-0.984,0.173,3.125,9.0,-1.375,569.1553615636692,idle,adl,5,real_hardware
0.695,-0.162,-0.982,0.169,3.875,7.125,5.875,569.1553615636692,idle,adl,5,real_hardware
0.7,-0.16,-0.978,0.177,1.125,0.0,-11.625,569.1758934718248,idle,adl,5,real_hardware
0.705,-0.16,-0.982,0.169,1.75,6.875,-0.125,569.1603844777678,idle,adl,5,real_hardware
0.71,-0.164,-0.982,0.171,-4.5,4.25,-3.875,569.1603844777678,idle,adl,5,real_hardware
0.715,-0.156,-0.982,0.166,-1.5,9.75,7.25,569.1603844777678,idle,adl,5,real_hardware
0.72,-0.158,-0.978,0.173,7.125,6.25,-4.125,569.1553615636692,idle,adl,5,real_hardware
0.725,-0.162,-0.976,0.171,1.75,3.625,-9.125,569.1603844777678,idle,adl,5,real_hardware
0.73,-0.152,-0.972,0.171,9.75,7.125,-5.75,569.1603844777678,idle,adl,5,real_hardware
0.735,-0.156,-0.972,0.171,4.125,-0.125,-6.25,569.1603844777678,idle,adl,5,real_hardware
0.74,-0.152,-0.974,0.179,2.625,-3.625,-8.0,569.1654074474408,idle,adl,5,real_hardware
0.745,-0.154,-0.978,0.179,-1.0,3.25,-0.875,569.1654074474408,idle,adl,5,real_hardware
0.75,-0.156,-0.978,0.185,3.875,2.375,-4.125,569.1809165783145,idle,adl,5,real_hardware
0.755,-0.15,-0.976,0.175,0.125,0.875,-4.5,569.1809165783145,idle,adl,5,real_hardware
0.76,-0.152,-0.98,0.175,4.0,6.5,-4.875,569.1758934718248,idle,adl,5,real_hardware
0.765,-0.142,-0.974,0.181,7.375,13.25,-4.0,569.1603844777678,idle,adl,5,real_hardware
0.77,-0.148,-0.982,0.183,0.125,-0.5,0.0,569.1603844777678,idle,adl,5,real_hardware
0.775,-0.148,-0.982,0.185,-0.25,3.0,-1.375,569.1603844777678,idle,adl,5,real_hardware
0.78,-0.146,-0.982,0.183,7.625,5.375,-1.0,569.1603844777678,idle,adl,5,real_hardware
0.785,-0.15,-0.986,0.185,0.375,4.25,-0.625,569.1553615636692,idle,adl,5,real_hardware
0.79,-0.156,-0.984,0.181,-2.875,-6.875,4.75,569.1553615636692,idle,adl,5,real_hardware
0.795,-0.158,-0.984,0.187,-2.125,3.75,-1.125,569.1553615636692,idle,adl,5,real_hardware
0.8,-0.156,-0.976,0.185,-4.5,3.875,0.625,569.1553615636692,idle,adl,5,real_hardware
0.805,-0.16,-0.98,0.183,8.875,0.75,0.375,569.1553615636692,idle,adl,5,real_hardware
0.81,-0.156,-0.978,0.185,-6.0,-0.625,5.375,569.1553615636692,idle,adl,5,real_hardware
0.815,-0.15,-0.978,0.185,1.5,-6.625,4.5,569.1553615636692,idle,adl,5,real_hardware
0.82,-0.152,-0.974,0.183,5.125,6.25,-2.875,569.1553615636692,idle,adl,5,real_hardware
0.825,-0.154,-0.984,0.179,1.25,-4.5,-4.5,569.1553615636692,idle,adl,5,real_hardware
0.83,-0.154,-0.986,0.183,1.25,-1.875,-1.25,569.1553615636692,idle,adl,5,real_hardware
0.835,-0.152,-0.982,0.173,1.75,-1.5,0.5,569.1553615636692,idle,adl,5,real_hardware
0.84,-0.154,-0.984,0.171,1.125,2.0,-10.0,569.1708704209108,idle,adl,5,real_hardware
0.845,-0.152,-0.976,0.175,-2.75,0.25,-1.25,569.1603844777678,idle,adl,5,real_hardware
0.85,-0.15,-0.976,0.183,9.375,0.375,-6.75,569.1603844777678,idle,adl,5,real_hardware
0.855,-0.152,-0.97,0.171,-1.75,0.375,2.0,569.1503387051442,idle,adl,5,real_hardware
0.86,-0.154,-0.97,0.175,-4.25,-8.125,7.25,569.1708704209108,idle,adl,5,real_hardware
0.865,-0.158,-0.974,0.179,7.375,-3.5,-4.875,569.1708704209108,idle,adl,5,real_hardware
0.87,-0.146,-0.972,0.179,-1.5,5.25,-1.0,569.1758934718248,idle,adl,5,real_hardware
0.875,-0.146,-0.974,0.177,5.25,3.75,-6.875,569.1758934718248,idle,adl,5,real_hardware
0.88,-0.15,-0.974,0.173,4.0,-1.5,-5.75,569.1758934718248,idle,adl,5,real_hardware
0.885,-0.152,-0.976,0.181,-6.625,-4.75,-2.875,569.1758934718248,idle,adl,5,real_hardware
0.89,-0.146,-0.98,0.187,-4.75,-3.5,2.625,569.1758934718248,idle,adl,5,real_hardware
0.895,-0.148,-0.976,0.179,-8.5,-3.0,-1.375,569.1603844777678,idle,adl,5,real_hardware
0.9,-0.15,-0.978,0.181,1.75,-1.5,-0.25,569.1603844777678,idle,adl,5,real_hardware
0.905,-0.154,-0.976,0.181,-1.0,0.375,0.5,569.1603844777678,idle,adl,5,real_hardware
0.91,-0.162,-0.976,0.185,-0.75,-0.5,5.25,569.1448754922465,idle,adl,5,real_hardware
0.915,-0.16,-0.982,0.181,0.75,0.0,0.875,569.1603844777678,idle,adl,5,real_hardware
0.92,-0.164,-0.978,0.183,3.0,-1.25,-7.625,569.1553615636692,idle,adl,5,real_hardware
0.925,-0.167,-0.976,0.187,6.875,1.125,-5.0,569.1553615636692,idle,adl,5,real_hardware
0.93,-0.169,-0.978,0.185,5.0,1.125,1.125,569.1448754922465,idle,adl,5,real_hardware
0.935,-0.164,-0.976,0.177,-1.25,-2.0,2.25,569.1448754922465,idle,adl,5,real_hardware
0.94,-0.166,-0.974,0.185,3.75,-3.125,-1.75,569.1448754922465,idle,adl,5,real_hardware
0.945,-0.166,-0.978,0.179,4.875,-0.875,-7.0,569.1448754922465,idle,adl,5,real_hardware
0.95,-0.167,-0.974,0.179,-3.5,-4.125,-2.625,569.1448754922465,idle,adl,5,real_hardware
0.955,-0.162,-0.976,0.179,-5.625,1.5,-1.0,569.1448754922465,idle,adl,5,real_hardware
0.96,-0.162,-0.97,0.179,0.375,5.25,-1.25,569.1448754922465,idle,adl,5,real_hardware
0.965,-0.167,-0.972,0.185,0.75,2.875,-6.5,569.1603844777678,idle,adl,5,real_hardware
0.97,-0.169,-0.974,0.179,-4.0,-2.25,12.375,569.1603844777678,idle,adl,5,real_hardware
0.975,-0.167,-0.974,0.183,-2.375,-6.0,7.75,569.1603844777678,idle,adl,5,real_hardware
0.98,-0.175,-0.978,0.177,1.5,-4.125,-11.375,569.1654074474408,idle,adl,5,real_hardware
0.985,-0.175,-0.972,0.181,7.375,0.125,-7.875,569.1654074474408,idle,adl,5,real_hardware
0.99,-0.171,-0.974,0.175,-0.5,1.25,-3.5,569.1448754922465,idle,adl,5,real_hardware
0.995,-0.177,-0.976,0.177,5.875,-1.375,-0.5,569.1654074474408,idle_standing,adl,5,real_hardware
1.0,-0.175,-0.982,0.179,2.625,-2.375,-5.125,569.1654074474408,idle_standing,adl,5,real_hardware
1.005,-0.181,-0.978,0.179,1.875,2.875,0.375,569.1654074474408,idle_standing,adl,5,real_hardware
1.01,-0.175,-0.982,0.177,-1.375,0.0,-1.875,569.1654074474408,idle_standing,adl,5,real_hardware
1.015,-0.179,-0.98,0.175,-6.75,-0.375,2.25,569.1603844777678,idle_standing,adl,5,real_hardware
1.02,-0.171,-0.986,0.179,3.125,-4.75,-4.875,569.1758934718248,idle_standing,adl,5,real_hardware
1.025,-0.173,-0.984,0.173,0.25,0.25,2.5,569.1708704209108,idle_standing,adl,5,real_hardware
1.03,-0.173,-0.978,0.173,7.375,1.75,-5.625,569.1658474255719,idle_standing,adl,5,real_hardware
1.035,-0.175,-0.972,0.179,4.125,-2.375,0.5,569.1553615636692,idle_standing,adl,5,real_hardware
1.04,-0.171,-0.974,0.177,0.5,3.5,2.625,569.1553615636692,idle_standing,adl,5,real_hardware
1.045,-0.166,-0.978,0.177,-3.75,-0.5,-2.0,569.1553615636692,idle_standing,adl,5,real_hardware
1.05,-0.171,-0.982,0.181,5.875,7.5,-3.5,569.1708704209108,idle_standing,adl,5,real_hardware
1.055,-0.167,-0.982,0.175,-0.5,-9.875,4.875,569.1758934718248,idle_standing,adl,5,real_hardware
1.06,-0.166,-0.976,0.167,3.125,8.25,-2.25,569.1758934718248,idle_standing,adl,5,real_hardware
1.065,-0.169,-0.972,0.169,1.75,-1.875,-1.875,569.1758934718248,idle_standing,adl,5,real_hardware
1.07,-0.166,-0.976,0.169,3.75,1.875,-3.75,569.1758934718248,idle_standing,adl,5,real_hardware
1.075,-0.16,-0.974,0.164,-1.875,-5.75,-6.0,569.1758934718248,idle_standing,adl,5,real_hardware
1.08,-0.164,-0.976,0.164,-1.5,0.625,0.0,569.1603844777678,idle_standing,adl,5,real_hardware
1.085,-0.16,-0.976,0.169,0.5,0.875,-2.5,569.1603844777678,idle_standing,adl,5,real_hardware
1.09,-0.164,-0.982,0.173,-1.375,6.375,-4.625,569.1603844777678,idle_standing,adl,5,real_hardware
1.095,-0.16,-0.984,0.175,1.125,-0.5,-2.875,569.1603844777678,idle_standing,adl,5,real_hardware
1.1,-0.164,-0.974,0.175,-4.875,-3.625,6.75,569.1603844777678,idle_standing,adl,5,real_hardware
1.105,-0.154,-0.974,0.175,1.0,2.875,1.125,569.1448754922465,idle_standing,adl,5,real_hardware
1.11,-0.156,-0.976,0.175,-5.5,-1.75,-0.125,569.1603844777678,idle_standing,adl,5,real_hardware
1.115,-0.158,-0.978,0.177,0.5,-1.0,-5.75,569.1498983251028,idle_standing,adl,5,real_hardware
1.12,-0.15,-0.976,0.181,-5.125,-1.5,-6.0,569.1498983251028,idle_standing,adl,5,real_hardware
1.125,-0.152,-0.974,0.183,-1.125,-5.5,3.625,569.1549212135322,idle_standing,adl,5,real_hardware
1.13,-0.152,-0.972,0.187,3.0,-0.5,-2.5,569.1549212135322,idle_standing,adl,5,real_hardware
1.135,-0.156,-0.98,0.191,-7.0,-7.75,3.125,569.1498983251028,idle_standing,adl,5,real_hardware
1.14,-0.162,-0.976,0.189,10.25,-1.625,-5.5,569.1498983251028,idle_standing,adl,5,real_hardware
1.145,-0.156,-0.978,0.189,4.125,-6.125,0.875,569.1498983251028,idle_standing,adl,5,real_hardware
1.15,-0.154,-0.98,0.191,1.125,1.625,-0.625,569.1654074474408,idle_standing,adl,5,real_hardware
1.155,-0.156,-0.978,0.193,-3.5,-1.125,8.125,569.1654074474408,idle_standing,adl,5,real_hardware
1.16,-0.16,-0.982,0.191,-1.25,-1.125,-3.125,569.1654074474408,idle_standing,adl,5,real_hardware
1.165,-0.16,-0.986,0.191,0.0,-4.25,4.625,569.1654074474408,idle_standing,adl,5,real_hardware
1.17,-0.16,-0.982,0.193,-0.75,1.25,-9.125,569.1809165783145,idle_standing,adl,5,real_hardware
1.175,-0.16,-0.986,0.193,0.25,0.625,-2.625,569.1809165783145,idle_standing,adl,5,real_hardware
1.18,-0.16,-0.984,0.191,0.625,-0.125,-2.0,569.1654074474408,idle_standing,adl,5,real_hardware
1.185,-0.167,-0.984,0.191,2.375,-3.75,5.25,569.1654074474408,idle_standing,adl,5,real_hardware
1.19,-0.164,-0.982,0.189,-3.0,5.5,-2.875,569.1654074474408,idle_standing,adl,5,real_hardware
1.195,-0.156,-0.974,0.183,-0.25,-1.75,-9.875,569.1654074474408,idle_standing,adl,5,real_hardware
1.2,-0.166,-0.974,0.185,-2.0,7.5,-7.625,569.1654074474408,idle_standing,adl,5,real_hardware
1.205,-0.16,-0.98,0.173,-3.75,-1.25,5.125,569.1654074474408,idle_standing,adl,5,real_hardware
1.21,-0.154,-0.988,0.179,6.25,12.25,-0.75,569.1654074474408,idle_standing,adl,5,real_hardware
1.215,-0.154,-0.99,0.175,-4.75,0.875,-5.5,569.1758934718248,idle_standing,adl,5,real_hardware
1.22,-0.146,-0.986,0.173,0.0,0.0,2.125,569.1708704209108,idle_standing,adl,5,real_hardware
1.225,-0.142,-0.984,0.173,5.75,6.375,-5.875,569.1553615636692,idle_standing,adl,5,real_hardware
1.23,-0.14,-0.982,0.171,-1.125,-0.5,-1.75,569.1553615636692,idle_standing,adl,5,real_hardware
1.235,-0.14,-0.982,0.175,3.0,-0.125,7.25,569.1658474255719,idle_standing,adl,5,real_hardware
1.24,-0.144,-0.972,0.183,-1.375,0.0,-2.875,569.1813561545347,idle_standing,adl,5,real_hardware
1.245,-0.142,-0.984,0.179,-4.5,-1.75,-1.125,569.1813561545347,idle_standing,adl,5,real_hardware
1.25,-0.138,-0.984,0.183,-9.375,0.0,-1.75,569.1658474255719,idle_standing,adl,5,real_hardware
1.255,-0.138,-0.988,0.181,-2.375,-3.375,4.625,569.1658474255719,idle_standing,adl,5,real_hardware
1.26,-0.13,-0.98,0.187,-6.125,-2.75,-6.375,569.1553615636692,idle_standing,adl,5,real_hardware
1.265,-0.132,-0.986,0.185,-6.75,-4.75,-7.625,569.1708704209108,idle_standing,adl,5,real_hardware
1.27,-0.132,-0.984,0.185,-0.875,-8.375,-7.25,569.1708704209108,idle_standing,adl,5,real_hardware
